,datetime,country,shape,duration (seconds),comments,latitude,longitude
65807,2013-07-23 17:10:00,nan,disk,2.0,Craft sighted moving at high speeds above the tree line,31.323220000000003,-89.282241
65808,2013-07-23 17:40:00,us,sphere,0.0,UFO Stuck within a Storm Cloud,41.8238889,-71.4133333
65809,2013-07-23 18:10:00,us,oval,300.0,There were lights on one object.,38.99055560000001,-77.02638890000001
65810,2013-07-23 21:40:00,us,sphere,1200.0,Orang Orb in sky over Bromley Ski Resort&#44 Peru VT.  July 23rd - 9:40 pm.,43.2297222,-72.8983333
65811,2013-07-23 22:00:00,us,cone,1800.0,Lights around object which changed color.,41.6313889,-73.31111109999999
65812,2013-07-23 22:34:00,us,light,60.0,Sixth sighting of an &quot;UGO&quot; in 4 weeks,26.5216667,-82.1894444
65813,2013-07-23 22:40:00,us,triangle,900.0,Stayed in one spot and then disapeared.,47.4236111,-120.30916670000002
65814,2013-07-23 23:00:00,us,other,30.0,Fireball lanterns in night sky seen at beach in SC,33.688888899999995,-78.8869444
65973,2010-07-24 00:00:00,ca,formation,120.0,One light trailing another much slower than satellites at high altitide overhead.,51.083333,-114.08333300000001
65974,2010-07-24 00:00:00,us,circle,10800.0,Circular craft blinking red&#44 yellow&#44 orange&#44 green&#44  blue.  ((NUFORC Note:  Possible twinkling star&#44 or celestial body&#44 perhaps?  PD)),35.4675,-97.51611109999999
65975,2010-07-24 00:45:00,us,cigar,300.0,Reddish white lights on a slow moving black  near silent object  flies across columbus sky,39.961111100000004,-82.99888890000001
65976,2010-07-24 00:50:00,nan,changing,300.0,Multi-colored pulsing light in sky.  ((NUFORC Note:  Venus is in the northwest sky&#44 at the time indicated.  PD)),30.057536,-95.190299
65977,2010-07-24 01:00:00,us,triangle,18000.0,triangle sighting that was in the same spot for over 4 hours only moved in figured 8 ways  ((NUFORC Note:  Probably not a UFO.  PD)),48.1333333,-103.6333333
65978,2010-07-24 02:00:00,us,fireball,7200.0,Saw an object in ithe Western sky flashing red and green lights with a bright white light as well which moved in irratic directions,38.79555560000001,-77.6141667
65979,2010-07-24 09:40:00,us,fireball,0.0,Red bright light flighs across the dim sky&#33&#33,33.4936111,-117.1475
65980,2010-07-24 11:20:00,us,light,300.0,Light that moved.,38.545,-121.73944440000001
65981,2010-07-24 11:25:00,us,circle,15.0,disk in the sky in the middle of the day,45.523611100000004,-122.675
65982,2010-07-24 12:55:00,ca,other,180.0,Birds dont fly then vanish in a ripple of light and energy.,51.083333,-114.08333300000001
65983,2010-07-24 18:30:00,us,sphere,120.0,Silver orbs hanging in the eastern sky.,40.7141667,-74.0063889
65984,2010-07-24 20:41:00,us,circle,600.0,7-24-10  Yellow-orange bright lit circular object moving vertical and horizontal seen in Half Moon Bay CA.,37.4636111,-122.4275
65985,2010-07-24 21:00:00,ca,light,600.0,Lights over north shore mountains in Vancouver,49.25,-123.13333300000001
65986,2010-07-24 22:00:00,us,light,60.0,white blinking lights over everett wa,47.9791667,-122.20083329999999
65987,2010-07-24 22:00:00,us,light,1200.0,CALLED OUTSIDE BY NEIGHBORS TO LOOK AT STRANGE LIGHTS&#44 RED GLOWING LIGHTS THAT SEEMED TO BE FLOATING &#44 NO SOUND HEARD &#44 PROBALLY 30  +,34.7997222,-87.6772222
65988,2010-07-24 22:30:00,nan,other,1800.0,Black blotch in night sky and blue orb hovering above.,40.691613000000004,-112.00105
65989,2010-07-24 22:55:00,us,triangle,120.0,4 triangle shaped objects traveling in formation and one by one disappeared in the sky over Minetto&#44 NY,43.398055600000006,-76.4777778
65990,2010-07-24 23:00:00,ca,fireball,0.0,Fireball sighting,44.0,-79.466667
65991,2010-07-24 23:45:00,us,triangle,120.0,OREGON UFO REVIEW REPORT:  Slow moving silent black triangle craft observed over Nansen Park Lake Oswego Oregon,45.4208333,-122.66944440000002
65992,2011-07-24 00:00:00,nan,light,10800.0,Green light that darted and manuevered in amazing ways and large amounts of falling stars&#44 etc.,30.496803000000003,-97.669393
65993,2011-07-24 00:02:00,us,fireball,120.0,Orange Red Fireball/Craft over Billings Montana. 2nd sighting this month.,45.783333299999995,-108.5
65994,2011-07-24 01:00:00,us,triangle,3600.0,UFO with red&#44 white and green lights in a triangle form hovering over the ocean.  ((NUFORC Note:  Possible twinkling star.  PD)),34.1975,-119.1761111
65995,2011-07-24 09:15:00,us,oval,180.0,2 crafts over albany ny . very close together moving in sharp turns and fast speed,42.7177778,-73.8338889
65996,2011-07-24 18:00:00,us,circle,10.0,Orange sphere over TX,29.423888899999998,-98.4933333
65997,2011-07-24 20:00:00,us,fireball,1200.0,RED AND ORANGE FIREBALL TURNING TO A CLEAR BRIGHT LIGHT GOING EAST TOWARD THE MOUNTAIN,33.7475,-116.9711111
65998,2011-07-24 20:00:00,nan,fireball,1200.0,((HOAX??))  ORANGE AND RED FIREBALL TURNING TO A CLEAR LIGHT THEN TO A BLACK BALL,33.74752,-116.97196799999999
65999,2011-07-24 20:45:00,us,circle,60.0,Round red/orange ball 1/3 size of full Moon with yellow V-shaped flame inside.,41.7108333,-87.75805559999999
66000,2011-07-24 20:57:00,us,circle,600.0,8 red dots moving in a line slower than a plane&#44 then they all disappeared and one started flashing on long island.,40.731944399999996,-73.18611109999999
66001,2011-07-24 21:00:00,us,circle,10.0,Green ball of light&#44 larger than star&#44 shoots across sky at high speed over Ewa Beach HI.,21.3155556,-158.00722219999997
66002,2011-07-24 21:15:00,us,circle,240.0,Huge&#44 orange orbs over Colorado National Monument,39.158888899999994,-108.72833329999999
66003,2011-07-24 22:30:00,us,unknown,180.0,A bright red light flew across the sky from the east&#44 and no noise what so ever came from this light.,25.7738889,-80.1938889
66004,2011-07-24 23:03:00,us,light,240.0,Orange balls in the sky very bright,47.0980556,-122.20305559999998
66005,2011-07-24 23:03:00,us,light,240.0,Orange lights near Orting&#44 Wa.,47.0980556,-122.20305559999998
66006,2011-07-24 23:33:00,us,circle,1800.0,2 red beamin lights with 5 changing color objects beside it  above ocala florida,29.186944399999994,-82.14027779999999
66007,2011-07-24 23:50:00,us,fireball,60.0,I was sitting in my vehicle about 11:50 pm&#44and I decided to exit my car&#44as I stood in my driveway by my car I looked westward toward th,41.2122222,-80.4969444
66008,2012-07-24 12:24:00,us,triangle,240.0,Silent triangled ufo with three white lights and a red blinking light in the middle.,34.9341667,-88.5222222
66009,2012-07-24 17:30:00,ca,fireball,600.0,30+ slowly flying fireballs in the sky (second time witness),43.433333000000005,-79.666667
66010,2012-07-24 21:06:00,us,unknown,1.0,Streak of light like a reverse shooting star&#44 near horizon.,42.529444399999996,-83.7802778
66011,2012-07-24 21:45:00,us,triangle,30.0,Craft with orange lights Triangle shapef 4 lights one in center like a flame and one  each corner.  Cuyahoga Falls Ohio 7/24/2012 21:45,41.133888899999995,-81.48472220000001
66012,2012-07-24 22:00:00,us,light,30.0,A strange&#44 color-changing light&#44 zigzag movements&#44 ejecting three small lights&#44 mimicking airplanes&#8230; ((NUFORC Note:  Star??  PD)),41.2230556,-111.97305559999998
66013,2012-07-24 22:30:00,us,sphere,45.0,One round orange sphere 5-6&#39 around w/ bright circular glowing bottom center cruisin thru 20 mph&#44 100 &#39 tops of trees,41.5111111,-80.37
66014,2012-07-24 22:30:00,us,light,60.0,At aprx 10:30pm I was sitting in my patio looking at the night sky facing east it was clear out and I notice that what I thought was tw,34.1975,-119.1761111
66015,2012-07-24 22:30:00,nan,triangle,300.0,A light glowed and grew bigger and bigger til it resembled the shape of a roundish triangle and it spun.,40.579532,-74.150201
66016,2012-07-24 22:40:00,nan,circle,15.0,4 lights. a bit bigger than stars moving at variable speeds across a clear sky. quite  unobservant,52.814028,-1.6371360000000001
66017,2012-07-24 23:00:00,us,fireball,0.0,We watched these ufos fly over us and stop in a formation of a triangle and each slowly fading away the brightest was the tip of the tr,39.7136111,-82.5994444
66018,2012-07-24 23:40:00,us,egg,300.0,Strange UFO sighting in East Palestine&#44 Ohio on the night of July 24&#44 2012,40.8338889,-80.5405556
66019,2013-07-24 00:00:00,us,light,15.0,Green beam of light over Tulsa,36.1538889,-95.9925
66020,2013-07-24 02:31:00,us,egg,60.0,A triangular star cluster shot off an egg shaped craft southwest on 7/24/13 at 2:31 in the morning over Lybrook NM.,36.2333333,-107.56166670000002
66021,2013-07-24 03:30:00,us,light,1800.0,Two white lights follow along freeway,42.4894444,-83.1447222
66022,2013-07-24 03:53:00,us,light,1620.0,This is the second report I&#39ve submitted this month since my 1st on 07/03/13 with similar lights.,45.431388899999995,-122.77027779999999
66023,2013-07-24 09:23:00,us,changing,1200.0,Three flying objects in perfect triangular formations appearing and disappearing.,40.1672222,-105.1013889
66024,2013-07-24 12:45:00,us,cigar,30.0,Shiny white flat cylinder shape object over Shakopee&#44 MN.,44.798055600000005,-93.5266667
66025,2013-07-24 17:15:00,us,other,900.0,Four objects so high I could not distinguish shape even with binoculars.,41.7305556,-88.3458333
66026,2013-07-24 20:00:00,nan,formation,0.0,3 to 4 faint white lights in a diamond-shaped formation,14.100779999999999,121.07937
66027,2013-07-24 20:25:00,nan,light,120.0,Bright blue light at 7000&#39 moved East along Santa Rosa Mountain&#44 then dropped out of sight.,32.467076,-116.94063
66028,2013-07-24 21:00:00,us,fireball,120.0,Orange &amp;quot;fireball&amp;quot; colored light no noise moving W to E South of FLL.,26.1219444,-80.14361109999999
66029,2013-07-24 21:35:00,us,light,0.0,Lights circling over Iowa.,41.9955556,-92.5766667
66030,2013-07-24 21:35:00,us,light,900.0,Red light in sky.,42.833611100000006,-88.73222220000001
66031,2013-07-24 21:40:00,us,light,15.0,Fifth sighting of amber UFO&#39s at same location in 4 weeks&#44,26.5216667,-82.1894444
66032,2013-07-24 21:40:00,us,light,120.0,3 red lights hovering over Waikiki waters.,21.2827778,-157.8294444
66033,2013-07-24 21:45:00,us,formation,120.0,4 bright orange lights moving southwest slowly in a diamond formation.,39.161944399999996,-84.4569444
66034,2013-07-24 21:45:00,us,fireball,300.0,At approximately 9:45 PM on 7/24/2013&#44 I came outside to walk my dog.  I looked up into a clear sky and saw through the trees what look,40.6872222,-80.2716667
66035,2013-07-24 22:00:00,nan,circle,2700.0,Went outside to have a cig in the night of wednesday july 24th at about 10pm looked up to see two crafts doing complex aerial movements,34.489036,-118.62565500000001
66036,2013-07-24 22:00:00,us,sphere,60.0,Bright orange sphere hovering and dissapearing and appearing again..,39.743888899999995,-84.6366667
66037,2013-07-24 22:20:00,nan,light,360.0,Observed four large reddish lights moving in formation.,41.964259999999996,-83.35838000000001
66038,2013-07-24 23:00:00,ca,flash,120.0,A flash light across the sky every night at 11:00pm to 11:30pm.,49.25,-122.95
66039,2013-07-24 23:00:00,us,flash,300.0,Extremely bright flashing white light low above city.,47.6777778,-116.77944440000002
66040,2013-07-24 23:00:00,us,light,3600.0,Orb of light slowly drifting across the sky&#44 then it speeds away.,39.7047222,-105.08083329999998
66041,2013-07-24 23:00:00,us,light,1200.0,2 orange lights split into 4 then back into 2 before going seprate directions followed by 2 fighter jets taking off.,47.171944399999994,-122.5172222
66042,2013-07-24 23:20:00,ca,fireball,120.0,Orange fireball with triangular frame flew directly overhead&#44 then sped away at extreme speed,42.983333,-79.25
66043,2013-07-24 23:30:00,us,circle,300.0,Orange/red orbs over ocean.,33.5927778,-79.0088889
66044,2013-07-24 23:45:00,ca,circle,300.0,Orange Lights in Cornwall sky.,46.24,-63.21
66045,2013-07-24 00:00:00,us,nan,0.0,I just heard you on C2C talking about huge number of reports of sightings at sea from the coast of Horry County SC. Horry and Georgetow,34.286666700000005,-78.70138890000001
66268,2010-07-25 00:00:00,us,fireball,300.0,Saw a red and orange fireball traveling slow speed wasnt coming down it was going up then it looked like the fire went out and it disap,38.2097222,-84.2530556
66269,2010-07-25 00:05:00,nan,other,60.0,As we were driving through Windsor Great Park in the county of Berkshire&#44 United Kingdom&#44 both myself and my girlfriend witnessed  from,51.424085,-0.617771
66270,2010-07-25 01:00:00,us,cone,3600.0,Rainbow orb/cone.,47.8108333,-122.3761111
66271,2010-07-25 01:30:00,us,light,2700.0,white lights moving within the clouds in irregular circular formation.  ((NUFORC Note:  Possibly advertising lights.  PD)),38.6272222,-90.1977778
66272,2010-07-25 02:35:00,us,circle,15.0,Bright blue-green ball with trailing light tail,46.783333299999995,-92.10638890000001
66273,2010-07-25 03:00:00,us,other,5400.0,Brightly lit object floating silently near tall trees.  ((NUFORC Note:  Possibly Jupiter in the southern sky.  PD)),39.7458333,-75.5469444
66274,2010-07-25 10:00:00,nan,nan,30.0,I saw a silver metallic ball fly over my house in Wash.&#44 D.C. in broad daylight&#33,38.907231,-77.036464
66275,2010-07-25 11:00:00,us,rectangle,420.0,Upside-down landing carrier&#44 about 40-50 feet in length.,35.4675,-97.51611109999999
66276,2010-07-25 14:00:00,nan,other,2.0,Stange object over crescent beach filmed with highspeed camera.,49.034154,-122.792988
66277,2010-07-25 18:00:00,us,changing,10.0,The sighting happened towards the latter part of July 2010.  While watching my son play I noticed  a large object in the distance.  My,46.0647222,-118.34194440000002
66278,2010-07-25 20:30:00,us,cylinder,900.0,Inverted craft 40+ft long over North Oklahoma City  hovering  moving and changing directions,35.4675,-97.51611109999999
66279,2010-07-25 20:40:00,nan,circle,1200.0,Bright White Light that followed us&#33,32.366805,-86.29996899999999
66280,2010-07-25 21:00:00,us,chevron,1800.0,three boomerang shaped objects&#44 red/orange in color,20.8783333,-156.6825
66281,2010-07-25 21:00:00,us,circle,60.0,Planet Sized Orb Passes Behind Venus Then FLICKers Out&#33,45.523611100000004,-122.675
66282,2010-07-25 21:20:00,us,light,60.0,Yellow ball of light following a commercial airliner.,31.758611100000003,-106.4863889
66283,2010-07-25 21:30:00,us,disk,7.0,UFO over selah wa,46.654166700000005,-120.5288889
66284,2010-07-25 22:00:00,us,changing,0.0,UFOs over my house nightly,37.9533333,-120.42166670000002
66285,2010-07-25 22:30:00,nan,sphere,5.0,2nd incident since July 16th&#44 slow streaking object on the 25th&#44 erratic movement on the 16th.,45.777383,-111.160372
66286,2010-07-25 22:50:00,nan,fireball,120.0,Two orange fireballs observed,50.965896,-1.298133
66287,2011-07-25 00:00:00,us,fireball,120.0,Fire Ball crash into Atlantic Ocean,29.474722200000002,-81.1272222
66288,2011-07-25 00:30:00,us,other,3600.0,Triangle Bell Saucer and other unknowns appear to dogfight above my neighborhood.,27.195833299999997,-82.4905556
66289,2011-07-25 01:45:00,us,chevron,120.0,Huge Arrow shaped object with multiple lights veiwed and followed in car with friend over Columbus&#44 Ohio.,39.961111100000004,-82.99888890000001
66290,2011-07-25 03:20:00,us,fireball,8.0,Green to red fireball sited in Seattle&#44 traveling E to W and a large flash of light beyond the horizon.  ((NUFORC Note:  Meteor?  PD)),47.6063889,-122.33083329999998
66291,2011-07-25 08:54:00,us,fireball,15.0,Orange light,33.1958333,-117.3786111
66292,2011-07-25 12:23:00,us,oval,180.0,An oval-shaped yellow light emitting an odd electronic sound hovered about 100 feet off the ground 3/4 of a mile away from me and left.,44.6402778,-93.1433333
66293,2011-07-25 20:49:00,nan,rectangle,0.0,Bright rectangle shape object&#44 invisible to the naked eye.,45.942852,-121.896226
66294,2011-07-25 21:00:00,us,changing,60.0,I viewed a &#39fireball&#39 change into an aircraft,42.288611100000004,-85.4180556
66295,2011-07-25 22:15:00,us,unknown,2.0,Small&#44 bright orb in Broomfield.,39.92055560000001,-105.0861111
66296,2011-07-25 22:50:00,us,light,45.0,2 EXTREMELY fast moving objects 20secs. apart taking the exact same path as though they were in a flight pattern.,43.4941667,-88.54472220000001
66297,2012-07-25 00:00:00,us,triangle,3.0,I saw a huge triangular object with lights on the bottom flash across the sky and in like 2 seconds it was gone.,39.961111100000004,-82.99888890000001
66298,2012-07-25 01:00:00,us,oval,7200.0,I have photos and video of a two hour long encounter - one pic with at least 100 unknown objects that are flying,45.22,-83.52083329999999
66299,2012-07-25 01:15:00,us,other,300.0,Black mass in Anchorage.,61.2180556,-149.90027780000003
66300,2012-07-25 02:15:00,us,oval,15.0,Grayish black oval sighted over Chicago moving at fast rate of speed&#33,41.85,-87.65
66301,2012-07-25 02:15:00,us,oval,7.0,Dark Grey oval shaped object flying above plane at high rate of speed,41.85,-87.65
66302,2012-07-25 03:00:00,us,teardrop,0.0,Very bright  lights over East of Philadelphia PA.,40.1277778,-75.43222220000001
66303,2012-07-25 03:56:00,us,circle,900.0,Bright Light,40.179444399999994,-74.8555556
66304,2012-07-25 06:25:00,us,circle,45.0,Bright shining light traveling over Virginia.,38.268055600000004,-77.18472220000001
66305,2012-07-25 11:30:00,us,fireball,7500.0,Bright orange sphere&#44 pulsated a pink and blue light&#44several apeared and orbited it then vanished,38.8611111,-86.4872222
66306,2012-07-25 16:00:00,us,sphere,60.0,Bubble like object with single light source moving low&#44 fast and quiet in broad daylight&#44 posssibly pursued by military fighter jet.,41.5622222,-72.6511111
66307,2012-07-25 17:58:00,us,other,5.0,Highly reflective obect seen above the tree tops while traveling west on Rt 101.,42.9786111,-71.0733333
66308,2012-07-25 20:10:00,us,cross,20.0,Looking up at moon. Looks liked a foot off it from my eye.,44.6366667,-123.10472220000001
66309,2012-07-25 20:20:00,nan,disk,120.0,Flying Saucer in Democratic Republic of the Congo,-4.038333000000001,21.758664000000003
66310,2012-07-25 21:00:00,us,oval,4.0,I was on the beach and i saw the most unbelievable oval shaped explosion of orange light which slowly turned green aNd dissapeared,28.0891667,-80.5658333
66311,2012-07-25 21:00:00,us,fireball,10.0,Fireball looking object in south sky 12 miles south of Safford&#44 Arizona.,32.8338889,-109.70694440000001
66312,2012-07-25 21:10:00,us,fireball,30.0,Small fireball object traveling from west to east&#44 approx 6&#44000-10&#44000 foot elevation.Object made no noise&#44 had no navigation light,33.9488889,-118.4447222
66313,2012-07-25 21:30:00,us,changing,900.0,3 objects in 15 minutes&#44 2 balls of light moving north to south and 1 shape changing white &amp;quot;ball&amp;quot; moving in same direction,38.895,-77.0366667
66314,2012-07-25 22:00:00,us,light,3600.0,Solid white lights crossing the sky at a very high altitude at a very rapid speed.,39.741944399999994,-92.2583333
66315,2012-07-25 22:00:00,us,circle,1500.0,Round dull-orange lights&#44 stationary in the sky&#44 over Kure Beach&#44 NC&#44 coastline night sky,33.9966667,-77.9075
66316,2012-07-25 22:00:00,us,sphere,2700.0,There were 10 bright orange spheres that would appear&#44 disappear and reappear in several different locations across the night sky.,33.688888899999995,-78.8869444
66317,2012-07-25 22:15:00,us,sphere,20.0,Four Bright Orange Sheres appear twice with 5 minutes seen by neighbors in Delaware,39.7458333,-75.5469444
66318,2012-07-25 22:15:00,us,light,300.0,Yellow/orange lights floated down York Beach Maine and out to sea.,43.1713889,-70.6094444
66319,2012-07-25 22:20:00,nan,sphere,300.0,5 witnesses saw glowing reddish orange sphere in night sky slowly move parallel to ground for 5 minutes,33.894339,-78.426672
66320,2012-07-25 22:25:00,us,circle,0.0,Lights flying in the sky,41.966666700000005,-71.4333333
66321,2012-07-25 22:30:00,us,fireball,240.0,Glowing Orange Sphere Shaped  Object  like a Flying Fireball in our 3 acre yard.Going left to right then over treeline,48.0152778,-122.0625
66322,2012-07-25 22:30:00,us,cigar,180.0,Several pulsating lights from a single craft flew at low altidude&#44 traveling from the east horizon to west horizion at high velocity.,32.90138889999999,-92.24194440000001
66323,2013-07-25 00:00:00,us,other,60.0,Object flying thru sky lit up with bright white light then just disappeared,41.241111100000005,-77.00138890000001
66324,2013-07-25 00:26:00,us,fireball,4.0,Yellow and greenish fireball streaking to the west over north central Oregon.,45.5947222,-121.1775
66325,2013-07-25 01:15:00,us,triangle,180.0,Three white lights triangular shape seen over Pillar Mountain Kodiak Alaska.,57.79,-152.40722219999998
66326,2013-07-25 02:00:00,us,light,1.0,Light shoots across sky with another cradt that seemed to watch it.,32.8577778,-97.2544444
66327,2013-07-25 02:43:00,us,unknown,600.0,Odd lights in the sky around Point Pleasant WV.,38.84444439999999,-82.13722220000001
66328,2013-07-25 06:00:00,us,light,5.0,Bright orb like light shooting in multiple directions early morning.,42.44,-79.3319444
66329,2013-07-25 08:00:00,us,light,45.0,Strange white shape shrinks and disappears.,39.7683333,-86.1580556
66330,2013-07-25 09:50:00,us,triangle,300.0,Large&#44 fast triangle craft,41.08138889999999,-81.5191667
66331,2013-07-25 10:08:00,us,light,180.0,Seventh sighting of a &quot;UGO&quot; in past 4 weeks.,26.5216667,-82.1894444
66332,2013-07-25 17:45:00,us,oval,2.0,3 black oval objects heading from east to west flying very fast with no sound,39.6416667,-77.72027779999999
66333,2013-07-25 20:10:00,us,cigar,60.0,I am a farmer from Northeast Missouri. While on vacation in Grand Lake&#44 Colorado I was standing outside talking with two construction w,40.2522222,-105.8225
66334,2013-07-25 20:40:00,us,disk,10.0,Whty I saw I cannot explain.,40.1294444,-86.6066667
66335,2013-07-25 21:00:00,us,sphere,300.0,Bright white lights hovering over Potomac River near Washington DC and Alexandria VA.,38.8047222,-77.04722220000001
66336,2013-07-25 21:15:00,us,circle,1800.0,Very bright round object&#44 witnesses descending and hovering in sky over the city.,43.048055600000005,-76.1477778
66337,2013-07-25 21:20:00,us,oval,300.0,7 Orange-Redish Oval Objects in the sky in East Aurora&#44NY,42.7677778,-78.61361109999999
66338,2013-07-25 21:30:00,nan,sphere,300.0,Orange round non-helicopter,40.5725,-111.85972199999999
66339,2013-07-25 22:05:00,us,sphere,60.0,We witnessed three orange lights in the sky over Pensacola.,30.421111100000005,-87.2169444
66340,2013-07-25 22:38:00,us,fireball,60.0,Orange Uidentified Light STL Sky.,38.6272222,-90.1977778
66341,2013-07-25 23:00:00,us,sphere,20.0,Four glowing balls of light that changed direction and sped off really fast.,41.0441667,-83.65
66342,2013-07-25 23:00:00,us,flash,0.0,Flashes of white light in the Syracuse area&#44 noticed around 11PM EDT&#44 the night of 7/25/13,43.048055600000005,-76.1477778
66343,2013-07-25 23:15:00,ca,triangle,0.0,7 or 8 dark shadows with green lights outlining a triangle,49.25,-123.13333300000001
66510,2010-07-26 00:19:00,us,unknown,3600.0,UFO Sighting in Middletown Ohio. Real.,39.515,-84.3983333
66511,2010-07-26 02:30:00,us,nan,5.0,I HEARD A UFO ON MT. VACA AT 2:30 AM VACAVILLE&#44 CA.,38.3566667,-121.98666670000001
66512,2010-07-26 08:07:00,us,circle,300.0,At approximately 8:07am looking east towards O&#8217;Hare airport &#44 I seen two objects in the sky.It was a sunny morning with some clouds,41.955,-87.94
66513,2010-07-26 21:20:00,us,sphere,20.0,ORANGE FIERY ORB TRAVELING NORTH TO SOUTH  BENEATH CLOUD COVER THEN SHOT STRAIT UP THROUGH CLOUD COVER AND DISAPPEARED.,30.238333299999997,-90.92
66514,2010-07-26 21:30:00,us,other,420.0,((HOAX??))  10 spacecraft and the wormhole that they came out of somewhere over amboy ca. 7/26/10 9.or 9.30pm.,34.5577778,-115.74361110000001
66515,2010-07-26 21:30:00,us,fireball,1200.0,Fireball without sound  circled flight path times six out over the destin beach Summer night at a thousand feet.,30.3933333,-86.4958333
66516,2010-07-26 21:35:00,us,teardrop,600.0,Round object with a web of lights making it teardrop shaped&#44 moved toward earth&#44 back up&#44 north&#44 then west.,42.5391667,-82.9494444
66517,2010-07-26 22:00:00,nan,light,3600.0,7/26/10 between Barstow and Needles CA unusal changing lights traveling through the Majave desert,34.878111,-116.96810900000001
66518,2010-07-26 22:49:00,us,disk,15.0,Four Red Saucer Shaped Objects Fly Over Falmouth&#44 Maine,43.7294444,-70.2425
66519,2010-07-26 23:00:00,nan,light,0.0,Multiple white lights and a Whitel light with Red shining through,46.521858,-84.34609
66520,2010-07-26 23:04:00,us,teardrop,150.0,it was weird and unexplainable,47.885,-120.1572222
66521,2010-07-26 23:05:00,nan,sphere,300.0,Orange glowing balls form a triangle in Lee&#39s Summit&#44 MO,38.910841,-94.382172
66522,2011-07-26 15:00:00,nan,cylinder,180.0,silver cylinder craft in sky appearing to watch a lightening storm&#44 white fin on it&#44 right off of Kent Island,38.937339,-76.328994
66523,2011-07-26 19:15:00,nan,sphere,3.0,Eastern U.S.: Metal / gray sphere seen during commercial flight. [CORRECTION to 7/23/11 report],31.952856,-102.17169399999999
66524,2011-07-26 19:30:00,us,rectangle,15.0,Small&#44 bright&#44 yellow/orange lights in a pattern and on same plane,28.4366667,-99.23472220000001
66525,2011-07-26 19:50:00,us,cigar,1800.0,10 Unknown objects over Memphis  ((NUFORC Note:  Student report.  One of several from the same source.  PD)),35.14944439999999,-90.04888890000001
66526,2011-07-26 19:50:00,us,cigar,1800.0,10 Unknown objects over Memphis.  ((NUFORC Note:  Student report.  One of several from the same source.  PD)),35.14944439999999,-90.04888890000001
66527,2011-07-26 20:00:00,nan,cigar,900.0,Tube or cigar shaped object floating in the air around the illinois/wisconsin border.,40.633125,-89.398528
66528,2011-07-26 20:45:00,us,fireball,2.0,Green fireball over the trees in Battle Creek Michigan.,42.3211111,-85.1797222
66529,2011-07-26 21:30:00,us,fireball,2.0,Bright blueish fireball type object in Lebanon,39.4352778,-84.2030556
66530,2011-07-26 21:34:00,us,fireball,3.0,Golden-Very slow-fireball-something about it was NOT RIGHT&#33&#33,41.85,-87.65
66531,2012-07-26 00:14:00,us,disk,300.0,I saw saucer like shapes with red and orange flashing lights.,36.001388899999995,-94.00805559999999
66532,2012-07-26 01:30:00,us,flash,1.0,Moon size white light appears in the cloudless sky&#44 then moves quickly for one second and disappears.,47.1855556,-122.29166670000001
66533,2012-07-26 01:45:00,us,changing,0.0,Flashing and streaking lights in the northwest sky near Cornelius&#44 Or.  ((NUFORC Note:  Possible star&#44 we suspect.  PD)),45.52,-123.05861110000001
66534,2012-07-26 02:45:00,us,circle,6.0,Shot across the sky fast a glowing light,30.275,-89.78111109999999
66535,2012-07-26 03:30:00,us,light,3600.0,My wife and I have been Watching this star like object moving in all directions for a lil over an hour now.has a reddish amber glow tha,30.476111100000004,-88.34222220000001
66536,2012-07-26 04:50:00,nan,circle,300.0,Flashing blue lights above silvia&#44 mo on 7-26 4:50am,38.678281,-90.464916
66537,2012-07-26 19:00:00,us,circle,420.0,Two lights over Centereach&#44 NY&#44 during a storm.,40.8583333,-73.1
66538,2012-07-26 19:35:00,us,light,900.0,2 light orbs in SW sky&#44 very high altitude moving syncronistically in speed and distance.,34.595833299999995,-92.4888889
66539,2012-07-26 20:25:00,us,unknown,600.0,Lights that moved from one area to another area of the horizon&#44 time span 7 to 10 minutes,40.8583333,-73.1
66540,2012-07-26 20:50:00,ca,disk,180.0,I&#39m sorry i do not no how to use a computer properly. Howerver i just took 3 pictures of a ufo.i can only hope that you accept my repor,45.483333,-75.65
66541,2012-07-26 21:00:00,us,sphere,1800.0,Glowing ufos follow over burlington nc,36.095555600000004,-79.4380556
66542,2012-07-26 21:50:00,us,formation,240.0,Red light surrounded by green neon lights hover a min or two in formation and dart quickly down,40.8666667,-124.08166670000001
66543,2012-07-26 22:00:00,us,light,600.0,Red lights glowing over Casco Bay&#44 Maine,43.641388899999995,-70.2413889
66544,2012-07-26 22:30:00,nan,light,1800.0,Ball of light brighly flashing green and orange.,38.907231,-77.036464
66545,2012-07-26 23:30:00,us,fireball,1200.0,Around 11:30 PM on 7/26/12 me and two of my cousins were looking out over our balcony at A beachfront house in Avon&#44 NC in a southern d,35.351944399999994,-75.5108333
66546,2013-07-26 00:00:00,us,other,1800.0,Hello to the National UFO Center:  I will make this quick. Grew up in the Silicone Valley and have seen 2 UFO&#39s in the past. What happe,38.896666700000004,-121.07583329999999
66547,2013-07-26 00:00:00,us,circle,1800.0,Object with Red&#44 Blue&#44 and Green Lights Hovers and moves over Catskill Mountains for 30+ minutes,42.3422222,-74.7175
66548,2013-07-26 00:53:00,us,flash,600.0,5 consecutive flashes of light.,34.47,-118.19583329999999
66549,2013-07-26 01:30:00,nan,sphere,2700.0,The object changed into at least 5 different shapes during the sititng.,37.540725,-77.436048
